DT,LAT,LON,coast_km,TEMP,SAL,FL,filelistTB,Akashiwo,Alexandrium_catenella,Asterionellopsis,Cera_Dact_Deto_Guin,Chaetoceros,Cylindrotheca,Dictyocha,Dinophysis,Eucampia,Gymnodinium,Hete_Scri,Katodinium,Lauderia,Leptocylindrus,Navicula,Nitzschia,Prob_Rhiz,Pseudonitzschia,Skeletonema,Thalassiosira,unclassified,diatom,dino,dino_diat_ratio,avNASC,transect
2019-07-19 10:06:00,42.6372983611111,-124.949076805556,37.0837652012617,15.5626666666667,32.4871666666667,0.601083333333333,D20190719T100612_IFCB777,3353.004455444,0,112.650930776369,30084.8583054309,3207.40331071055,0,0,7524.31077606943,3499.04128381169,1930.80386301873,690.953169758818,123.833460258632,5563.03378368711,0,0,0,471.17719024273,0,206.819188197254,19468.1040356748,23660.5164132781,62613.0880285314,13622.9057245496,-0.662370429773318,NaN,
2019-07-19 10:30:00,42.5611051388889,-124.930747944444,39.1022341432509,15.0884333333333,32.6058166666667,0.6285,D20190719T103042_IFCB777,0,0,251.370509475222,60759.2734984206,2852.47637180951,0,0,5267.35500169346,3645.49936886333,1572.64745743433,0,388.096323722914,23458.2045113429,505.90128790459,0,0,0,181.014339912014,735.931648046037,52897.6227616078,40534.4972084609,145287.294297382,7228.0987828507,-1.30314646587063,NaN,
2019-07-19 10:55:00,42.4818072777778,-124.910904305556,39.1283224176456,14.8922,32.5804333333333,0.629166666666667,D20190719T105511_IFCB777,0,0,823.333002012257,1440.57734009553,2731.86420169465,0,596.262547317945,5324.03908449448,3404.61335650041,2683.99841274282,0,242.42112660073,20432.0392707226,170.363228667369,0,0,428.560306436032,345.541288767401,0,20109.1194026943,20284.2347620261,49886.0113975906,8250.45862383803,-0.781456760972093,NaN,
2019-07-19 11:19:00,42.4067431111111,-124.891108027778,37.395619053835,13.2820333333333,32.7635333333333,0.680416666666667,D20190719T111940_IFCB777,0,0,259.784239100625,20964.0991058185,3154.50609251661,0,1134.54256396637,13565.6721453957,1126.97865734641,1301.77030222736,0,852.545232604507,22456.965737035,0,174.9552019114,0,261.405878659254,0,1068.84938704363,38247.6555045147,19654.6760615843,87715.1998039461,15719.9876802275,-0.746599980775994,NaN,
2019-07-19 12:08:00,42.2534971111111,-124.848914694444,35.121615412586,10.5330833333333,33.5761,0.913083333333333,D20190719T120847_IFCB777,3701.67320487759,0,12426.9558031196,81087.3632128013,29503.7221287734,0,1469.90917015928,0,10967.4915665796,1316.64270752116,0,240.350846075609,0,997.659920379518,0,136.687747460298,386.085167047545,3225.25046594703,732.00780250719,47271.0226004138,34892.8816626628,186734.246415029,5258.66675847436,-1.55026807005703,NaN,
2019-07-19 12:33:00,42.1772894722222,-124.829930583333,35.253979073903,11.03745,33.5959333333333,0.86425,D20190719T123317_IFCB777,0,0,3741.83177106997,18408.6876069416,35000.5636225301,0,2886.74622178375,0,563.650679962404,409.014002713682,0,117.017302640936,0,1418.08349727631,0,0,2115.03905522181,1866.47152811831,12479.1273439547,19249.4020610703,36135.9975164682,94842.8571661454,526.031305354618,-2.25517279499077,NaN,
2019-07-19 12:57:00,42.1053954444444,-124.809292388889,36.4379521284982,11.8175,33.49035,1.16416666666667,D20190719T125746_IFCB777,0,0,6629.22528437782,44836.9644777537,60448.7705966581,0,8251.78357044055,4537.11358880683,13066.803781568,859.316062985364,0,0,3472.37256745111,942.551797378332,290.992152124248,128.748900244288,2910.3051836488,2372.37582804401,3203.20895722164,30978.0685312718,51511.383109317,169280.388057742,5396.42965179219,-1.49642222085611,NaN,
2019-07-19 13:22:00,42.0292578888889,-124.789005222222,36.744123944774,11.93425,33.4630333333333,0.75175,D20190719T132216_IFCB777,0,0,3599.56500137799,13857.8678717775,17751.1047595325,0,3818.36939390657,0,4127.21594417065,944.953726111665,0,130.291986124588,6663.30646058124,0,421.005295357981,309.246923059824,892.891416162415,1081.96123303849,1983.92770491504,9991.11616473269,21330.5563303727,60679.2087747063,1075.24571223625,-1.75113563210366,NaN,
2019-07-19 13:46:00,41.9548062777778,-124.779820305556,38.7378340579626,11.6143166666667,33.4819,0.762833333333333,D20190719T134645_IFCB777,0,0,637.394867668325,1971.98810530663,25035.6288921431,0,7157.82215157576,4200.42205691507,3237.84047036025,950.543467905939,0,115.994024316333,0,299.003196056154,341.690419489407,223.728586522478,849.984458947523,1348.3081696442,1422.50209504189,8281.66512368093,22526.9354040291,43649.7343848609,5266.95954913734,-0.918349123218713,NaN,
2019-07-19 14:11:00,41.8907345,-124.840678972222,46.5259632104154,12.8482666666667,33.3507,0.674583333333333,D20190719T141115_IFCB777,0,0,245.622019193166,7953.91395726041,6369.58088131369,0,1282.27521830294,0,2248.59625308302,482.040108910359,0,0,0,0,293.088805628906,257.274181488489,197.028668941761,0,668.565263408583,5470.85603151049,21364.5379910417,23704.5260618285,482.040108910359,-1.69086640382098,NaN,
2019-07-19 14:35:00,41.8305459444444,-124.876227444444,51.8604242800989,12.46035,33.4075833333333,0.67375,D20190719T143544_IFCB777,0,0,1331.97795202972,5632.01321238921,21718.6714349037,0,653.280722083225,7846.91758555766,1471.28426034331,493.938095095495,0,243.96443660599,0,0,420.985730967948,790.539678688575,313.078503632497,508.994825260318,615.525430079864,7524.2115193608,15556.4398011967,40327.282547656,8584.82011725915,-0.671827941917752,NaN,
2019-07-19 15:00:00,41.7811863611111,-124.806491055556,45.6825637516596,10.8732333333333,33.6199166666667,1.08041666666667,D20190719T150013_IFCB777,0,0,1299.01973275181,17997.8328011224,36898.0861812131,0,7065.60440460722,0,5010.79467831726,1203.4354512998,690.40858238006,0,0,3123.80289933571,387.673534594907,0,1179.1467017141,1665.80693423292,4218.88170862536,28410.5421386106,37410.6890738081,100191.587310518,1893.84403367986,-1.72326212309367,NaN,
2019-07-19 15:24:00,41.7543876111111,-124.722560944444,38.7577001469752,10.63765,33.6304333333333,0.76975,D20190719T152443_IFCB777,0,0,1603.43500499021,4676.92999694479,20851.5245062937,0,1858.58692918732,0,7795.14088886011,200.332010741176,0,130.354111372,0,1701.4982221036,0,114.164534176244,1090.87282858477,160.686545043089,3274.32791875338,26701.9208952692,15448.0867973386,67970.5013410192,330.686122113176,-2.31159956180258,NaN,
2019-07-19 15:49:00,41.7300020277778,-124.630385138889,31.4027534827514,10.2041,33.6435833333333,0.671583333333333,D20190719T154912_IFCB777,0,0,167.454395734843,2451.62946874325,6937.84233213722,0,1942.62648388609,0,286.143922531722,259.454650594994,0,0,0,257.391520725007,0,335.43832253694,469.425033191509,440.182481317029,3381.60669655396,8290.43102658407,12808.7740172547,23017.5452000556,259.454650594994,-1.94634575576228,NaN,
2019-07-19 16:13:00,41.7006630277778,-124.544393722222,25.1796435141908,10.5371666666667,33.7140333333333,1.00566666666667,D20190719T161341_IFCB777,0,797.18903853674,5151.61035875419,12387.6505895436,44194.170656526,0,3167.50605553722,1952.77827012973,6448.35595415464,680.92396479337,0,0,6408.55450686576,5455.09623130756,0,0,1484.46451386102,1968.85209010674,12182.3343696497,48498.4693933828,49448.0444072075,144179.558664152,3430.89127345984,-1.62337318356413,NaN,
2019-07-19 16:38:00,41.6674144166667,-124.453348305556,20.0141232519293,10.52375,33.7221,1.25758333333333,D20190719T163811_IFCB777,0,0,5509.4451417998,31650.2924606534,76857.7981078649,0,2421.40344653,0,10096.4947146543,1327.5918129798,0,0,1599.59106040318,9168.12932680078,0,0,4313.06662828756,4538.2852235237,15264.6737242127,46927.5882196953,82297.3699043936,205925.364607896,1327.5918129798,-2.19032038068178,NaN,
2019-07-19 17:02:00,41.6344885555556,-124.365756138889,17.6766580333207,10.4232166666667,33.7724,1.22416666666667,D20190719T170239_IFCB777,0,0,10854.1466994367,15011.5560026608,45591.2912147379,0,2150.56341641342,1302.26362001124,14674.5451692443,1267.67442912122,0,0,0,5224.75925041542,0,0,1773.6907662701,992.30640697219,13451.1902340037,36539.0583611004,65846.4208483908,144112.544104842,2569.93804913246,-1.74861318692542,NaN,
2019-07-19 17:27:00,41.6419774722222,-124.289561527778,14.5757475668851,10.4966333333333,33.7762833333333,1.15583333333333,D20190719T172709_IFCB777,0,0,5146.204080985,9822.56551574624,26586.4077512723,0,4294.77122023215,1723.77396833295,16549.091424004,1395.74973183916,0,302.083096576514,103745.128576685,8068.6352308575,0,0,1071.96966337624,1023.25420537414,10438.2223023007,25375.4550897418,48455.8686000552,207826.933840343,3421.60679674863,-1.78334691155929,NaN,
2019-07-19 17:51:00,41.6849830833333,-124.233044194444,8.14252316049088,10.7739,33.7755333333333,1.18625,D20190719T175138_IFCB777,0,0,2040.58834134236,5744.12527993082,31671.770904497,0,3886.82972072611,0,9952.90255488948,1370.87499327097,0,0,0,11348.9847863649,0,0,700.488644175511,484.389072597603,13207.9374877197,27721.5220387323,63874.9912102477,102872.70911025,1370.87499327097,-1.87498985880681,NaN,
2019-07-19 18:16:00,41.7102020277778,-124.199509666667,4.40725123001757,10.1645,33.8314,0.90075,D20190719T181608_IFCB777,12014.8769407482,0,2320.96434715602,0,10144.1248000207,0,1555.86206242616,0,9101.75172880556,640.887462404761,0,359.816235993177,0,707.914657950231,0,0,754.633625468184,321.346235401563,585.787485919858,4712.09500615093,17011.7372881214,28648.617886873,13015.5806391461,-0.342621920737263,NaN,
2019-07-19 18:40:00,41.71019975,-124.19950725,4.40714415248651,10.0254,33.83535,0.898,D20190719T184037_IFCB777,0,0,166.518407389473,2032.9246226872,4635.91925375188,0,3861.44260625599,0,6866.7982186657,900.430209693984,0,478.837382311193,0,1013.69723480707,0,0,401.629479144129,0,0,2761.43067475026,6719.99715421561,17878.9178911957,1379.26759200518,-1.1124022289954,NaN,
2019-07-19 19:05:00,41.7091946388889,-124.198150694444,4.33946337173509,10.2724166666667,33.8268333333333,0.90375,D20190719T190506_IFCB777,0,0,2108.22792647205,0,10279.0531967428,0,2210.74674388479,2547.57961307172,3964.83523869187,568.11498842579,0,0,0,930.423559296066,0,0,140.724793151217,0,759.584153027519,3504.15005904224,24664.8525605034,21686.9989264237,3115.69460149751,-0.842525234337039,NaN,
2019-07-19 19:29:00,41.7090721944444,-124.198331111111,4.35831874335862,10.1559,33.8400333333333,0.900583333333333,D20190719T192936_IFCB777,0,0,3297.40055837406,0,7840.51302257029,0,1378.92251066158,1425.45339554804,0,307.384973980991,0,299.018435589461,0,0,0,0,198.540346687016,0,1320.51356695753,3509.34573189011,4222.93851958333,16166.313226479,2031.8568051185,-0.900531064527689,NaN,
2019-07-19 19:54:00,41.7090889444444,-124.198238194444,4.35045070466676,12.4447333333333,33.7297333333333,0.994166666666667,D20190719T195405_IFCB777,60842.0373830705,1100.9649657985,707.963712229069,4280.12288570267,1870.35424135313,0,0,0,2225.56720945845,518.302340178399,0,0,0,0,0,0,0,0,229.582112184448,4381.9210329521,5919.4969101828,13695.5111938799,62461.3046890474,0.659008047697656,NaN,
2019-07-19 20:18:00,41.7090832222222,-124.198341,4.35864578534275,12.4194666666667,33.71655,1.12608333333333,D20190719T201834_IFCB777,0,0,0,0,1721.83252598269,0,357.580696648978,0,3754.37788720068,645.741124488501,0,0,0,0,0,0,0,0,0,4835.32878657688,11515.0065356259,10311.5391997602,645.741124488501,-1.20263513497396,NaN,
2019-07-19 20:43:00,41.7090540112994,-124.198378389831,4.36270734816746,12.7588833333333,33.6972333333333,1.10025,D20190719T204304_IFCB777,0,0,595.572290429617,0,1916.81953044164,0,1096.63333629833,2151.85454374178,2915.73193382778,744.242715715789,0,0,0,0,0,0,0,0,0,2046.47428573808,5879.32792863323,7474.59804043712,2896.09725945757,-0.411682866215265,NaN,
2019-07-19 21:07:00,41.7089577777778,-124.198427638889,4.37036872276725,12.7021166666667,33.6919666666667,1.09175,D20190719T210733_IFCB777,0,0,0,0,8944.80538550219,0,1237.244525957,0,1207.47542888543,289.06525571685,0,0,0,0,0,0,0,0,0,7581.18156319402,8494.37475463232,17733.4623775816,289.06525571685,-1.78632231559124,NaN,
2019-07-19 21:32:00,41.7089220833333,-124.198587166667,4.38415194189013,11.9040166666667,33.7330833333333,1.101,D20190719T213203_IFCB777,0,0,1311.48655749097,0,2525.82896427696,0,803.535468251584,8511.7738656369,3498.66600506887,727.865160146572,605.122734095027,145.008201677311,0,0,0,0,0,0,0,4449.33401395362,7607.71368523054,11785.3155407904,9989.76996155581,-0.0717791043422833,NaN,
2019-07-19 21:56:00,41.7088723333333,-124.198637222222,4.39002208364525,11.8261333333333,33.73245,1.16841666666667,D20190719T215632_IFCB777,0,1014.92166737587,0,0,3911.50961449444,0,1552.99317793715,0,1894.99712895081,668.759038082054,0,261.115122223807,0,0,0,0,0,0,556.066323322722,4769.54421402439,12251.6465689898,11132.1172807924,1944.79582768173,-0.757519516316017,NaN,
2019-07-19 22:21:00,41.7088278055556,-124.198665555556,4.39400415041728,10.70986,33.792,1.04225,D20190719T222101_IFCB777,0,0,217.119515870216,6079.3953028943,6116.87999088823,0,2294.60650361556,0,1267.7837495659,564.683277515867,0,114.679303820809,0,0,0,0,0,0,0,2800.35294815348,4815.69673019288,16481.5315073721,679.362581336676,-1.38428349438011,NaN,
2019-07-19 22:45:00,41.7088424043716,-124.198685,4.39492227470693,12.7619666666667,33.6649666666667,1.19958333333333,D20190719T224531_IFCB777,0,0,124.48238333152,0,2647.32250453536,0,1663.60224981433,5548.88981617238,3861.36066987104,1477.28060839187,0,225.399654920469,0,0,0,0,0,0,0,7249.30370752271,20266.3597429621,13882.4692652606,7251.57007948472,-0.282006069229382,NaN,
2019-07-19 23:10:00,41.7088365,-124.198624555556,4.39048146783988,12.2055333333333,33.61445,1.18558333333333,D20190719T231000_IFCB777,0,0,0,0,3622.82600631317,0,1467.11777244138,10612.6895695962,5322.74620993037,772.525132675989,0,0,0,0,0,0,0,0,283.70585699345,6003.10229534193,35781.1913102624,15232.3803685789,11385.2147022722,-0.126416917544,NaN,
2019-07-19 23:34:00,41.7087739166667,-124.198982805556,4.42072539297942,12.6768833333333,33.5659166666667,1.25308333333333,D20190719T233429_IFCB777,0,0,194.025874213557,2420.57841179778,4140.38399340853,0,441.268834254148,1424.8029023836,13376.1242958843,1324.10079005418,709.214321597607,262.551204260271,0,0,174.38866640768,0,443.71834829816,177.94724601618,0,3855.43212278703,18968.9296257224,24782.5989588132,3720.66921829566,-0.823426602395222,NaN,
2019-07-19 23:58:00,41.7087508333333,-124.198946222222,4.41882092323257,12.5292,33.558,1.33833333333333,D20190719T235859_IFCB777,0,0,0,0,3103.69410497595,0,818.463848659462,1272.72317331776,6360.44138371413,1405.4879486673,0,140.071202593617,0,0,0,117.602322760694,755.697868004598,0,0,5486.35379508007,15430.8757056731,15823.7894745354,2818.28232457867,-0.749199372528406,NaN,
2019-07-20 00:48:00,41.7086856111111,-124.199165444444,4.43840988551108,12.1462,33.6075333333333,1.52783333333333,D20190720T004806_IFCB777,0,0,0,0,3696.69065313283,0,521.792082814757,5741.65558143068,1012.93653444072,1310.6374306621,0,169.869378434222,0,0,0,0,0,0,0,2966.32259225373,9308.37250590784,7675.94977982727,7222.162390527,-0.0264613208573414,NaN,
2019-07-20 01:12:00,41.7087487777778,-124.199023194444,4.42486119650118,12.0140833333333,33.6148666666667,1.52141666666667,D20190720T011235_IFCB777,0,0,0,4878.92424329579,2829.46365590639,0,1827.58160088069,1177.98408090785,727.506056962651,1875.96406373914,0,0,0,0,0,0,0,0,0,4492.38096893752,15109.1343252567,12928.2749251024,3053.94814464699,-0.626570327457467,NaN,
2019-07-20 01:37:00,41.7087328055555,-124.199047722222,4.42740139921499,12.12255,33.588,1.63666666666667,D20190720T013705_IFCB777,6182.18404388194,0,0,0,3460.98672514708,0,0,1276.81217088851,1803.94420628272,2434.88103931354,0,111.353845534462,0,0,0,0,0,0,621.885272208772,4483.76968195271,16735.3528727607,10370.5858855913,10005.2310996184,-0.015574639086413,NaN,
