DT,LAT,LON,coast_km,TEMP,SAL,FL,filelistTB,Akashiwo,Alexandrium_catenella,Asterionellopsis,Cera_Dact_Deto_Guin,Chaetoceros,Cylindrotheca,Dictyocha,Dinophysis,Eucampia,Gymnodinium,Hete_Scri,Katodinium,Lauderia,Leptocylindrus,Navicula,Nitzschia,Prob_Rhiz,Pseudonitzschia,Skeletonema,Thalassiosira,unclassified,diatom,dino,dino_diat_ratio,avNASC,transect
2019-07-18 23:29:00,44.4610767777778,-124.211851083333,10.8137448987953,15.7163666666667,32.6874833333333,0.756083333333333,D20190718T232928_IFCB777,0,2312.01138831541,4163.85021830923,45787.690200277,80496.7893475827,0,284.955372224022,14224.9146564826,11322.9230962047,2401.40212367381,376.898202692964,127.381108398329,0,7087.36105782812,0,133.655647451587,5381.37511525349,714.512874735422,48462.7714577003,12529.3686607615,145188.904779083,216080.297676104,19442.6074795632,-1.04584033422965,NaN,
2019-07-18 23:53:00,44.4137095277778,-124.282828666667,15.750135743485,15.9953833333333,32.57885,0.683,D20190718T235357_IFCB777,3543.11395131461,2614.66350612323,2775.51811518465,33171.0942562094,44638.0001442165,0,2020.36387058087,1062.56023690041,14052.1325160095,1395.64635272243,0,0,0,7179.96023986592,0,0,5208.66887963291,830.326770773323,23518.9831356273,14605.2112394609,95581.3598820147,145979.89529698,8615.98404706068,-1.22894073391825,NaN,
2019-07-19 00:18:00,44.358831,-124.326233583333,17.9082424392888,16.19965,32.8021166666667,0.568666666666667,D20190719T001827_IFCB777,0,1682.37309340861,1152.30042762835,9207.59170225157,10441.2419133162,0,0,0,5264.49400000044,478.530022847414,0,0,0,2856.73519541077,0,0,0,0,5897.25992646491,5408.38406641271,38114.8476120392,40228.007231485,2160.90311625602,-1.26970308767913,NaN,
2019-07-19 00:42:00,44.3020779722222,-124.355682555556,19.6342911725438,15.6178333333333,32.7431166666667,0.6095,D20190719T004256_IFCB777,0,2129.57794689203,217.375717302231,13071.2775845876,15287.5114739718,0,1421.54581723449,2596.33600903458,5841.89956384286,1593.8330456996,653.950764877515,0,0,2146.86952033842,0,0,1088.41874992889,987.830711235321,4873.72331978123,7743.91955696328,57317.8426194469,51258.8261979516,6973.69776650373,-0.86625173618981,NaN,
2019-07-19 01:07:00,44.2419594166667,-124.389912972222,23.7469989272737,16.0208333333333,32.6879666666667,0.608333333333333,D20190719T010726_IFCB777,0,1982.06676610992,602.961054289342,24665.4368074085,18571.5357277535,0,634.991565186744,0,7377.29298338032,890.201849469488,0,0,0,4294.94761530711,0,0,1648.06385403699,0,10045.3130849917,4654.13483745375,50943.4978075432,71859.6859646212,2872.26861557941,-1.39811512942959,NaN,
2019-07-19 01:31:00,44.1878220555556,-124.434101222222,29.4596693049142,16.0684833333333,32.4051,0.622083333333333,D20190719T013155_IFCB777,0,5959.03747368718,988.175862983685,27160.1484522224,23982.2857401693,0,247.012445782303,2541.35378205893,11608.368366661,2453.64395909895,0,0,0,3011.00223625345,0,0,2608.98843589869,108.295703357162,7175.28096139458,6877.30687998639,53739.062450736,83519.8526389267,10954.0352148451,-0.882181141326811,NaN,
2019-07-19 01:56:00,44.13045275,-124.479464305556,30.2879455703867,16.68655,32.0204666666667,0.630666666666667,D20190719T015624_IFCB777,0,2130.02198479812,1627.84116291744,17106.7481538306,28551.3807626254,0,711.142901039771,10622.1005189939,11741.6310257969,648.142112291657,981.920066067985,426.813479478384,0,9738.98110606818,0,0,1910.52801022796,0,11453.5099381558,4611.43576400596,54920.9172429429,86742.0559236282,14808.99816163,-0.767679713493371,NaN,
2019-07-19 02:20:00,44.0650185,-124.531809027778,32.1304783237783,16.8028333333333,32.2398166666667,0.606583333333333,D20190719T022054_IFCB777,0,0,812.045862179023,6013.77573125735,18574.4250404868,0,341.890211955089,10661.9590609827,12747.5832105869,1171.87971353128,0,362.12913316347,0,7241.89229130259,0,0,631.654162879433,0,12625.3663515269,5305.03020877581,60982.7327232071,63951.7728589948,12195.9679076774,-0.71960749821174,NaN,
2019-07-19 02:45:00,43.9910245833333,-124.567047916667,34.5982858835001,16.8195166666667,32.2755333333333,0.60225,D20190719T024523_IFCB777,0,2331.52327340406,1269.33161120823,4930.53201129463,17771.7116691595,0,224.491235846752,4570.97676147358,1769.35615686246,961.108953915594,0,137.639619590777,0,7078.80728067302,0,113.031612126946,1158.02689081524,0,10717.9073501222,6310.10705197012,45311.9265435155,51118.8116342324,8001.24860838401,-0.805377205253,NaN,
2019-07-19 03:09:00,43.9203685,-124.598543972222,38.5115749394355,17.0174333333333,31.6338833333333,0.633416666666667,D20190719T030952_IFCB777,4086.49465769932,3543.9142326026,2462.82783591698,17833.0611259011,27641.7354099136,0,0,0,1318.4734228329,1364.48888243331,0,421.440614789389,0,10772.4940553765,0,111.925543355122,730.509416683436,0,15673.746462376,5887.74937752882,52674.2069179958,82432.5226498845,9416.33838752462,-0.942175683100995,NaN,
2019-07-19 03:34:00,43.8451184166667,-124.633632611111,39.2660437952492,17.61045,31.5226833333333,0.649833333333333,D20190719T033422_IFCB777,0,1193.65671591728,3135.17223733947,14696.3555124632,34587.8904543186,0,386.609524234929,0,5465.06981224269,1446.91114565905,0,548.742285711365,0,12745.2851831572,0,0,1895.12909655298,923.99230149456,20319.49505968,3007.70841197193,70408.1780570852,96776.0980692206,3189.3101472877,-1.48193969011319,NaN,
2019-07-19 03:58:00,43.7704929166667,-124.669881916667,38.7923807640711,17.6873833333333,31.58415,0.627583333333333,D20190719T035851_IFCB777,2857.88049258131,2338.41808140144,2433.75590041668,30489.5487873393,43898.0830766276,0,0,0,2948.77536462735,1303.64446010637,0,130.127712047949,0,6725.66340416989,0,0,2645.36217834967,417.472407486652,14279.2609493423,2984.17001456428,66583.8717402287,106822.092082924,6630.07074613707,-1.20708148345374,NaN,
2019-07-19 04:23:00,43.6932520833333,-124.701973833333,39.9197283224958,17.5974666666667,31.6291833333333,0.59925,D20190719T042321_IFCB777,0,1530.90850450181,4728.27211955278,14933.8673092563,28461.2490808826,0,0,0,2628.91899937036,115.058049181925,0,117.097220359199,0,2157.1323597575,205.33278917912,0,0,185.996587781586,7535.48434471788,3198.67039440705,42252.598836609,64034.9239849052,1763.06377404293,-1.55990939881397,NaN,
2019-07-19 04:47:00,43.6186582777778,-124.735586388889,40.8923772889483,17.9916,31.4779666666667,0.557083333333333,D20190719T044750_IFCB777,0,901.555478053409,1252.48907019941,9347.06681044075,12690.8221788833,0,0,0,1599.62804168597,599.618974129819,0,521.595060754819,0,1121.49019442741,0,0,0,0,1697.25323575156,4877.58453388972,17304.9907063514,32586.3340652781,2022.76951293805,-1.20688778355841,NaN,
2019-07-19 05:12:00,43.5403071666667,-124.771966833333,38.8532605493584,17.8809333333333,31.5878833333333,0.5405,D20190719T051220_IFCB777,0,1270.87287544801,148.90214383857,0,5380.07047537308,0,0,2634.25483205501,2356.05281610417,578.400774423272,380.728971031702,215.111897549447,0,1040.95633332392,0,0,0,0,296.412524698188,819.742434155057,6452.85344778792,10042.136727493,5079.36935050745,-0.295974087932789,NaN,
2019-07-19 05:36:00,43.4645598611111,-124.809289388889,37.2287878093454,17.9614,31.5332333333333,0.526,D20190719T053649_IFCB777,0,3242.75746430147,757.729342350605,0,4461.69466661431,0,0,0,397.15839342869,769.986507076008,0,373.781176908036,0,548.187713591204,0,0,0,0,869.936887212407,1631.30294481442,6796.22012031413,8666.00994801164,4386.52514828551,-0.295649676291089,NaN,
2019-07-19 06:01:00,43.3849471666667,-124.847508722222,37.0228757387709,17.4751666666667,31.5290666666667,0.526083333333333,D20190719T060118_IFCB777,0,0,0,2314.23434926191,2328.88788263609,0,208.303234717772,0,0,128.116376390752,0,109.732740865952,0,219.999889777485,0,0,188.922576459474,0,280.552650303529,1343.55084406165,11265.7500712423,6676.14819250014,237.849117256705,-1.44646737451573,NaN,
2019-07-19 06:25:00,43.3074074166667,-124.883808666667,38.9364762190343,17.1331666666667,31.5481833333333,0.56175,D20190719T062548_IFCB777,2849.4556749076,0,862.294591597897,6231.16547609272,14564.0477171571,0,640.939319626448,0,590.230680243375,255.58813422944,0,0,0,0,373.689191507933,0,139.604765871739,0,1587.29316738481,1553.69774421595,17840.1500838585,25902.0233340715,3105.04380913704,-0.921142879837248,NaN,
2019-07-19 06:50:00,43.2259923055556,-124.920411166667,42.8672199591532,17.0491,31.7345166666667,0.583666666666667,D20190719T065017_IFCB777,1798.25991096469,0,1085.96264786794,0,18105.292068739,0,0,5110.32588137249,2032.22220918421,896.058855119171,0,338.697661787604,0,2729.71034250311,0,0,166.937144939404,0,2923.35148371045,1372.90143260408,23088.1704233649,28416.3773295482,8143.34230924395,-0.542727975025397,NaN,
2019-07-19 07:14:00,43.1513541944444,-124.956993972222,43.5527680025838,16.5267333333333,31.8112166666667,0.70725,D20190719T071446_IFCB777,0,2347.67734823737,2569.85196858989,9510.33033363055,46194.002042307,0,852.669226028131,5634.02602677199,4561.49202026974,1434.59884012942,0,694.475843858147,0,6917.08005446053,0,119.34696894838,1192.73114009748,543.14503654857,17048.2272849294,11536.3849188606,58560.2414948808,100192.591768642,10110.7780589969,-0.996012416780941,NaN,
2019-07-19 07:39:00,43.0747370833333,-124.989579583333,43.1357396751528,15.0806166666667,32.2447666666667,0.729083333333333,D20190719T073916_IFCB777,0,956.075527679005,3472.57371505313,13739.5273647451,24596.5377514024,0,3763.140274538,11213.9830020832,6055.30232709672,1164.26559078364,0,124.65774764912,0,3938.26512711151,0,0,805.893723949603,2578.22288143706,7105.26522003778,10753.0728928103,47232.8082667084,73044.6610036436,13458.981868195,-0.734549948589627,NaN,
2019-07-19 08:03:00,43.0031495833333,-125.01537725,40.7048633999862,15.8261666666667,32.2601833333333,0.784166666666667,D20190719T080345_IFCB777,5772.67872977553,1121.24436762354,3046.06313968054,32125.1180298097,40039.4715894653,0,1827.2107503375,4216.63988021432,5527.03653303014,657.820488980673,0,171.476391572703,0,5771.32754795102,0,0,3825.10175075456,6272.79159712247,10950.4985720801,8233.32860761313,76258.9080014432,115790.737367507,11939.8598581668,-0.986641968889661,NaN,
2019-07-19 08:28:00,42.9283158611111,-125.02858475,38.779008969974,15.7247333333333,32.4484833333333,0.690666666666667,D20190719T082815_IFCB777,0,0,661.544942807882,0,8580.52327205591,0,608.48219748087,17284.3281911252,0,966.740221736679,0,635.605842865123,5089.68887030117,158.648802126944,0,0,548.855043383962,295.258429075974,2790.80497493538,7804.88317497336,15514.6324610873,25930.2075096606,18886.674255727,-0.137644256426203,NaN,
2019-07-19 08:52:00,42.8578161944444,-125.009240111111,35.9947932928775,15.5660166666667,32.4474166666667,0.592,D20190719T085244_IFCB777,0,0,753.172525659478,0,6143.56810279848,0,823.965557712986,2028.5725154979,2001.60464473975,1987.00298010612,283.454591028038,729.543115176495,0,259.541754998221,0,0,153.9853349457,0,560.354528423383,2074.56503752858,16578.5197113233,11946.7919290936,5028.57320180855,-0.375756517382256,NaN,
2019-07-19 09:17:00,42.7857568611111,-124.988539472222,34.778237141921,15.6859666666667,32.2904333333333,0.577583333333333,D20190719T091713_IFCB777,0,1051.61421031751,111.229450050301,8634.65884183607,2613.76145789201,0,0,3526.96153686564,1962.03512219968,1239.01957109521,1020.88988489316,164.284690722904,3322.69614819798,0,564.444789714524,128.199889360659,0,117.950729079071,448.330191915666,17143.342935726,13736.9603158626,35046.6495559719,7002.76989389444,-0.699327028577947,NaN,
2019-07-19 09:41:00,42.7142221944444,-124.970477611111,35.6330843482991,15.2403666666667,32.4684666666667,0.570083333333333,D20190719T094143_IFCB777,0,0,0,9027.97135509898,4720.5818583409,0,0,10112.7971973433,6734.62091856849,1538.77078535293,0,383.293755720239,20329.419456569,0,0,0,2420.82114210528,0,0,22416.9669865582,15162.4357263309,65650.3817172409,12034.8617384164,-0.73676668065167,NaN,
