POINT_ID	SLOPE	NORTHIN_M	EASTING_M	SRTM_M	NGDC_M	LAT	LON	COWCOD 
29630	upper slope	252000	541500	-574	-575	34.22117	-119.95593	
29631	upper slope	252000	543500	-554	-559	34.22087	-119.93423	
29632	upper slope	252000	545500	-540	-535	34.22058	-119.91254	
29633	upper slope	252000	547500	-516	-521	34.22028	-119.89084	
29634	upper slope	252000	549500	-498	-493	34.21997	-119.86915	
29635	upper slope	252000	551500	-437	-455	34.21967	-119.84745	
29636	upper slope	252000	553500	-391	-409	34.21935	-119.82576	
29637	upper slope	252000	555500	-350	-359	34.21904	-119.80407	
29638	upper slope	252000	557500	-303	-324	34.21872	-119.78237	
29639	upper slope	252000	559500	-279	-286	34.21839	-119.76068	
29640	upper slope	252000	561500	-197	-244	34.21807	-119.73899	
29641	shelf	252000	563500	-164	-181	34.21774	-119.71729	
29642	shelf	252000	565500	-134	-149	34.21740	-119.69560	
29643	shelf	252000	567500	-135	-122	34.21706	-119.67391	
29644	shelf	252000	569500	-147	-142	34.21672	-119.65222	
29645	shelf	252000	571500	-165	-167	34.21637	-119.63053	
29646	shelf	252000	573500	-152	-162	34.21602	-119.60884	
29647	shelf	252000	575500	-118	-148	34.21567	-119.58715	
29648	shelf	252000	577500	-103	-131	34.21531	-119.56546	
29649	shelf	252000	579500	-96	-94	34.21495	-119.54377	
29650	shelf	252000	581500	-87	-91	34.21458	-119.52208	
29651	shelf	252000	583500	-81	-87	34.21421	-119.50039	
29652	shelf	252000	585500	-68	-76	34.21384	-119.47870	
29653	shelf	252000	587500	-57	-63	34.21346	-119.45701	
29654	shelf	252000	589500	-43	-48	34.21308	-119.43532	
29655	shelf	252000	591500	-33	-38	34.21270	-119.41364	
29656	shelf	252000	593500	-26	-31	34.21231	-119.39195	
29657	shelf	252000	595500	-24	-26	34.21192	-119.37026	
29658	shelf	252000	597500	-27	-23	34.21152	-119.34858	
29659	shelf	252000	599500	-18	-20	34.21112	-119.32689	
29660	shelf	252000	601500	-15	-17	34.21072	-119.30521	
29661	shelf	252000	603500	-14	-15	34.21031	-119.28352	
29662	shelf	252000	605500	-8	-11	34.20990	-119.26184	
29494	lower slope	254000	437500	-1397	-1371	34.24914	-121.08434	
29495	lower slope	254000	439500	-1162	-1127	34.24904	-121.06263	
29496	upper slope	254000	441500	-1091	-1073	34.24894	-121.04092	
29497	upper slope	254000	443500	-1050	-1029	34.24884	-121.01920	
29498	upper slope	254000	445500	-1007	-1002	34.24874	-120.99749	
29499	upper slope	254000	447500	-983	-978	34.24863	-120.97578	
29500	upper slope	254000	449500	-960	-951	34.24852	-120.95407	
29501	upper slope	254000	451500	-931	-911	34.24840	-120.93236	
29502	upper slope	254000	453500	-901	-888	34.24828	-120.91065	
29503	upper slope	254000	455500	-860	-864	34.24816	-120.88894	
29504	upper slope	254000	457500	-843	-842	34.24803	-120.86723	
29505	upper slope	254000	459500	-828	-825	34.24790	-120.84552	
29506	upper slope	254000	461500	-799	-797	34.24776	-120.82381	
29507	upper slope	254000	463500	-782	-777	34.24762	-120.80210	
29508	upper slope	254000	465500	-725	-763	34.24748	-120.78039	
29509	upper slope	254000	467500	-730	-736	34.24733	-120.75868	
29510	upper slope	254000	469500	-711	-714	34.24718	-120.73697	
29511	upper slope	254000	471500	-668	-692	34.24703	-120.71526	
29512	upper slope	254000	473500	-640	-662	34.24687	-120.69355	
29513	upper slope	254000	475500	-604	-627	34.24671	-120.67185	
29514	upper slope	254000	477500	-583	-609	34.24654	-120.65014	
29515	upper slope	254000	479500	-570	-594	34.24637	-120.62843	
29516	upper slope	254000	481500	-556	-568	34.24620	-120.60672	
29517	upper slope	254000	483500	-557	-582	34.24602	-120.58501	
29518	upper slope	254000	485500	-556	-554	34.24584	-120.56330	
29519	upper slope	254000	487500	-535	-544	34.24565	-120.54160	
29520	upper slope	254000	489500	-514	-504	34.24546	-120.51989	
29521	upper slope	254000	491500	-487	-489	34.24527	-120.49818	
29522	upper slope	254000	493500	-479	-472	34.24507	-120.47648	
29523	upper slope	254000	495500	-468	-472	34.24487	-120.45477	
29524	upper slope	254000	497500	-466	-462	34.24467	-120.43306	
29525	upper slope	254000	499500	-452	-450	34.24446	-120.41136	
29526	upper slope	254000	501500	-445	-446	34.24424	-120.38965	
29527	upper slope	254000	503500	-436	-440	34.24403	-120.36794	
29528	upper slope	254000	505500	-439	-447	34.24381	-120.34624	
29529	upper slope	254000	507500	-447	-453	34.24358	-120.32453	
29530	upper slope	254000	509500	-452	-471	34.24336	-120.30283	
29531	upper slope	254000	511500	-478	-481	34.24313	-120.28112	
29532	upper slope	254000	513500	-493	-495	34.24289	-120.25942	
29533	upper slope	254000	515500	-507	-504	34.24265	-120.23771	
29534	upper slope	254000	517500	-517	-508	34.24241	-120.21601	
29535	upper slope	254000	519500	-531	-530	34.24216	-120.19430	
29536	upper slope	254000	521500	-547	-543	34.24191	-120.17260	
29537	upper slope	254000	523500	-561	-562	34.24165	-120.15090	
29538	upper slope	254000	525500	-580	-569	34.24140	-120.12919	
29539	upper slope	254000	527500	-578	-583	34.24113	-120.10749	
29540	upper slope	254000	529500	-682	-590	34.24087	-120.08579	
29541	upper slope	254000	531500	-598	-590	34.24060	-120.06409	
29542	upper slope	254000	533500	-598	-588	34.24032	-120.04238	
29543	upper slope	254000	535500	-595	-590	34.24005	-120.02068	
29544	upper slope	254000	537500	-571	-585	34.23976	-119.99898	
29545	upper slope	254000	539500	-583	-580	34.23948	-119.97728	
29546	upper slope	254000	541500	-568	-570	34.23919	-119.95558	
29547	upper slope	254000	543500	-553	-561	34.23890	-119.93388	
29548	upper slope	254000	545500	-527	-536	34.23860	-119.91218	
29549	upper slope	254000	547500	-516	-517	34.23830	-119.89048	
29550	upper slope	254000	549500	-500	-481	34.23800	-119.86878	
29551	upper slope	254000	551500	-417	-448	34.23769	-119.84708	
29552	upper slope	254000	553500	-370	-379	34.23737	-119.82538	
29553	upper slope	254000	555500	-299	-324	34.23706	-119.80368	
29554	upper slope	254000	557500	-279	-273	34.23674	-119.78198	
29555	upper slope	254000	559500	-241	-203	34.23641	-119.76029	
29556	shelf	254000	561500	-185	-183	34.23609	-119.73859	
29557	shelf	254000	563500	-173	-174	34.23576	-119.71689	
29558	shelf	254000	565500	-167	-144	34.23542	-119.69519	
29559	shelf	254000	567500	-182	-184	34.23508	-119.67350	
29560	shelf	254000	569500	-198	-186	34.23474	-119.65180	
29561	shelf	254000	571500	-148	-154	34.23439	-119.63011	
29562	shelf	254000	573500	-127	-123	34.23404	-119.60841	
29563	shelf	254000	575500	-106	-100	34.23369	-119.58672	
29564	shelf	254000	577500	-96	-96	34.23333	-119.56502	
29565	shelf	254000	579500	-93	-93	34.23297	-119.54333	
29566	shelf	254000	581500	-83	-86	34.23260	-119.52163	
29567	shelf	254000	583500	-77	-78	34.23223	-119.49994	
29568	shelf	254000	585500	-70	-66	34.23186	-119.47825	
29569	shelf	254000	587500	-58	-56	34.23148	-119.45655	
29570	shelf	254000	589500	-45	-44	34.23110	-119.43486	
29571	shelf	254000	591500	-33	-33	34.23071	-119.41317	
29572	shelf	254000	593500	-25	-27	34.23032	-119.39148	
29573	shelf	254000	595500	-24	-24	34.22993	-119.36979	
29574	shelf	254000	597500	-21	-22	34.22954	-119.34810	
29575	shelf	254000	599500	-18	-20	34.22913	-119.32641	
29576	shelf	254000	601500	-15	-18	34.22873	-119.30472	
29577	shelf	254000	603500	-11	-15	34.22832	-119.28303	
29409	lower slope	256000	435500	-1558	-1582	34.26725	-121.10594	
29410	lower slope	256000	437500	-1417	-1381	34.26716	-121.08423	
29411	lower slope	256000	439500	-1215	-1150	34.26707	-121.06251	
29412	upper slope	256000	441500	-1114	-1095	34.26697	-121.04080	
29413	upper slope	256000	443500	-1084	-1055	34.26687	-121.01908	
29414	upper slope	256000	445500	-1031	-1019	34.26677	-120.99737	
29415	upper slope	256000	447500	-1013	-996	34.26666	-120.97565	
29416	upper slope	256000	449500	-985	-959	34.26655	-120.95393	
29417	upper slope	256000	451500	-940	-931	34.26643	-120.93222	
29418	upper slope	256000	453500	-911	-895	34.26631	-120.91050	
29419	upper slope	256000	455500	-860	-852	34.26619	-120.88879	
29420	upper slope	256000	457500	-837	-841	34.26606	-120.86707	
29421	upper slope	256000	459500	-813	-824	34.26593	-120.84536	
29422	upper slope	256000	461500	-797	-796	34.26579	-120.82365	
29423	upper slope	256000	463500	-783	-776	34.26565	-120.80193	
29424	upper slope	256000	465500	-717	-760	34.26551	-120.78022	
29425	upper slope	256000	467500	-730	-735	34.26536	-120.75850	
29426	upper slope	256000	469500	-690	-711	34.26521	-120.73679	
29427	upper slope	256000	471500	-655	-690	34.26505	-120.71507	
29428	upper slope	256000	473500	-631	-655	34.26490	-120.69336	
29429	upper slope	256000	475500	-585	-607	34.26473	-120.67165	
29430	upper slope	256000	477500	-568	-600	34.26457	-120.64993	
29431	upper slope	256000	479500	-551	-573	34.26440	-120.62822	
29432	upper slope	256000	481500	-526	-550	34.26422	-120.60651	
29433	upper slope	256000	483500	-531	-540	34.26404	-120.58480	
29434	upper slope	256000	485500	-520	-515	34.26386	-120.56308	
29435	upper slope	256000	487500	-508	-511	34.26368	-120.54137	
29436	upper slope	256000	489500	-512	-508	34.26349	-120.51966	
29437	upper slope	256000	491500	-501	-478	34.26329	-120.49795	
29438	upper slope	256000	493500	-474	-468	34.26310	-120.47624	
29439	upper slope	256000	495500	-453	-461	34.26290	-120.45452	
29440	upper slope	256000	497500	-441	-443	34.26269	-120.43281	
29441	upper slope	256000	499500	-431	-430	34.26248	-120.41110	
29442	upper slope	256000	501500	-421	-425	34.26227	-120.38939	
29443	upper slope	256000	503500	-418	-418	34.26205	-120.36768	
29444	upper slope	256000	505500	-426	-428	34.26183	-120.34597	
29445	upper slope	256000	507500	-433	-439	34.26161	-120.32426	
29446	upper slope	256000	509500	-446	-448	34.26138	-120.30255	
29447	upper slope	256000	511500	-453	-461	34.26115	-120.28084	
29448	upper slope	256000	513500	-469	-476	34.26091	-120.25913	
29449	upper slope	256000	515500	-491	-488	34.26068	-120.23742	
29450	upper slope	256000	517500	-502	-502	34.26043	-120.21571	
29451	upper slope	256000	519500	-513	-522	34.26018	-120.19400	
29452	upper slope	256000	521500	-533	-536	34.25993	-120.17230	
29453	upper slope	256000	523500	-550	-556	34.25968	-120.15059	
29454	upper slope	256000	525500	-557	-549	34.25942	-120.12888	
29455	upper slope	256000	527500	-576	-577	34.25916	-120.10717	
29456	upper slope	256000	529500	-640	-588	34.25889	-120.08547	
29457	upper slope	256000	531500	-591	-595	34.25862	-120.06376	
29458	upper slope	256000	533500	-592	-591	34.25835	-120.04205	
29459	upper slope	256000	535500	-591	-583	34.25807	-120.02035	
29460	upper slope	256000	537500	-584	-578	34.25779	-119.99864	
29461	upper slope	256000	539500	-578	-568	34.25750	-119.97693	
29462	upper slope	256000	541500	-557	-560	34.25721	-119.95523	
29463	upper slope	256000	543500	-544	-546	34.25692	-119.93352	
29464	upper slope	256000	545500	-521	-524	34.25662	-119.91182	
29465	upper slope	256000	547500	-498	-505	34.25632	-119.89011	
29466	upper slope	256000	549500	-470	-461	34.25602	-119.86841	
29467	upper slope	256000	551500	-390	-406	34.25571	-119.84671	
29468	upper slope	256000	553500	-344	-337	34.25540	-119.82500	
29469	upper slope	256000	555500	-283	-287	34.25508	-119.80330	
29470	upper slope	256000	557500	-223	-192	34.25476	-119.78160	
29471	upper slope	256000	559500	-190	-179	34.25444	-119.75989	
29472	upper slope	256000	561500	-215	-196	34.25411	-119.73819	
29473	upper slope	256000	563500	-202	-205	34.25378	-119.71649	
29474	upper slope	256000	565500	-202	-201	34.25344	-119.69479	
29475	shelf	256000	567500	-197	-194	34.25310	-119.67309	
29476	shelf	256000	569500	-172	-149	34.25276	-119.65139	
29477	shelf	256000	571500	-118	-118	34.25241	-119.62969	
29478	shelf	256000	573500	-101	-99	34.25206	-119.60799	
29479	shelf	256000	575500	-96	-95	34.25171	-119.58629	
29480	shelf	256000	577500	-94	-92	34.25135	-119.56459	
29481	shelf	256000	579500	-88	-86	34.25098	-119.54289	
29482	shelf	256000	581500	-78	-79	34.25062	-119.52119	
29483	shelf	256000	583500	-74	-71	34.25025	-119.49949	
29484	shelf	256000	585500	-68	-63	34.24987	-119.47780	
29485	shelf	256000	587500	-56	-54	34.24950	-119.45610	
29486	shelf	256000	589500	-45	-45	34.24912	-119.43440	
29487	shelf	256000	591500	-32	-32	34.24873	-119.41270	
29488	shelf	256000	593500	-24	-27	34.24834	-119.39101	
29489	shelf	256000	595500	-23	-24	34.24795	-119.36931	
29490	shelf	256000	597500	-22	-22	34.24755	-119.34762	
29491	shelf	256000	599500	-20	-20	34.24715	-119.32592	
29492	shelf	256000	601500	-18	-18	34.24675	-119.30423	
29493	shelf	256000	603500	-15	-14	34.24634	-119.28254	
29324	lower slope	258000	435500	-1526	-1536	34.28528	-121.10584	
29325	lower slope	258000	437500	-1422	-1388	34.28519	-121.08412	
29326	upper slope	258000	439500	-1222	-1225	34.28510	-121.06240	
29327	upper slope	258000	441500	-1170	-1142	34.28500	-121.04068	
29328	upper slope	258000	443500	-1143	-1105	34.28490	-121.01896	
29329	upper slope	258000	445500	-1073	-1051	34.28480	-120.99724	
29330	upper slope	258000	447500	-1031	-1016	34.28469	-120.97552	
29331	upper slope	258000	449500	-986	-977	34.28458	-120.95380	
29332	upper slope	258000	451500	-943	-933	34.28446	-120.93208	
29333	upper slope	258000	453500	-925	-912	34.28434	-120.91036	
29334	upper slope	258000	455500	-874	-854	34.28421	-120.88864	
29335	upper slope	258000	457500	-846	-839	34.28409	-120.86692	
29336	upper slope	258000	459500	-816	-820	34.28395	-120.84520	
29337	upper slope	258000	461500	-798	-792	34.28382	-120.82348	
29338	upper slope	258000	463500	-781	-772	34.28368	-120.80176	
29339	upper slope	258000	465500	-713	-763	34.28354	-120.78004	
29340	upper slope	258000	467500	-693	-729	34.28339	-120.75832	
29341	upper slope	258000	469500	-661	-696	34.28324	-120.73660	
29342	upper slope	258000	471500	-637	-676	34.28308	-120.71489	
29343	upper slope	258000	473500	-618	-632	34.28292	-120.69317	
29344	upper slope	258000	475500	-566	-589	34.28276	-120.67145	
29345	upper slope	258000	477500	-550	-572	34.28259	-120.64973	
29346	upper slope	258000	479500	-530	-532	34.28242	-120.62801	
29347	upper slope	258000	481500	-520	-520	34.28225	-120.60630	
29348	upper slope	258000	483500	-523	-505	34.28207	-120.58458	
29349	upper slope	258000	485500	-502	-501	34.28189	-120.56286	
29350	upper slope	258000	487500	-492	-490	34.28170	-120.54115	
29351	upper slope	258000	489500	-483	-479	34.28151	-120.51943	
29352	upper slope	258000	491500	-479	-483	34.28132	-120.49771	
29353	upper slope	258000	493500	-465	-459	34.28112	-120.47600	
29354	upper slope	258000	495500	-433	-433	34.28092	-120.45428	
29355	upper slope	258000	497500	-425	-425	34.28072	-120.43256	
29356	upper slope	258000	499500	-419	-415	34.28051	-120.41085	
29357	upper slope	258000	501500	-408	-393	34.28030	-120.38913	
29358	upper slope	258000	503500	-406	-387	34.28008	-120.36742	
29359	upper slope	258000	505500	-396	-392	34.27986	-120.34570	
29360	upper slope	258000	507500	-403	-400	34.27964	-120.32399	
29361	upper slope	258000	509500	-409	-421	34.27941	-120.30227	
29362	upper slope	258000	511500	-428	-436	34.27918	-120.28056	
29363	upper slope	258000	513500	-459	-457	34.27894	-120.25884	
29364	upper slope	258000	515500	-478	-470	34.27870	-120.23713	
29365	upper slope	258000	517500	-486	-486	34.27846	-120.21542	
29366	upper slope	258000	519500	-503	-506	34.27821	-120.19370	
29367	upper slope	258000	521500	-519	-525	34.27796	-120.17199	
29368	upper slope	258000	523500	-538	-548	34.27770	-120.15028	
29369	upper slope	258000	525500	-560	-555	34.27744	-120.12857	
29370	upper slope	258000	527500	-573	-572	34.27718	-120.10685	
29371	upper slope	258000	529500	-584	-576	34.27691	-120.08514	
29372	upper slope	258000	531500	-592	-582	34.27664	-120.06343	
29373	upper slope	258000	533500	-587	-583	34.27637	-120.04172	
29374	upper slope	258000	535500	-582	-581	34.27609	-120.02001	
29375	upper slope	258000	537500	-579	-573	34.27581	-119.99830	
29376	upper slope	258000	539500	-572	-553	34.27552	-119.97659	
29377	upper slope	258000	541500	-543	-539	34.27524	-119.95488	
29378	upper slope	258000	543500	-524	-527	34.27494	-119.93317	
29379	upper slope	258000	545500	-502	-499	34.27464	-119.91146	
29380	upper slope	258000	547500	-477	-469	34.27434	-119.88975	
29381	upper slope	258000	549500	-443	-431	34.27404	-119.86804	
29382	upper slope	258000	551500	-348	-369	34.27373	-119.84633	
29383	upper slope	258000	553500	-325	-310	34.27342	-119.82462	
29384	upper slope	258000	555500	-256	-257	34.27310	-119.80292	
29385	upper slope	258000	557500	-226	-245	34.27278	-119.78121	
29386	upper slope	258000	559500	-239	-235	34.27246	-119.75950	
29387	upper slope	258000	561500	-217	-218	34.27213	-119.73779	
29388	upper slope	258000	563500	-206	-205	34.27180	-119.71609	
29389	shelf	258000	565500	-192	-195	34.27146	-119.69438	
29390	shelf	258000	567500	-172	-160	34.27112	-119.67268	
29391	shelf	258000	569500	-140	-123	34.27078	-119.65097	
29392	shelf	258000	571500	-104	-106	34.27043	-119.62927	
29393	shelf	258000	573500	-98	-97	34.27008	-119.60756	
29394	shelf	258000	575500	-93	-93	34.26972	-119.58586	
29395	shelf	258000	577500	-95	-88	34.26937	-119.56415	
29396	shelf	258000	579500	-86	-83	34.26900	-119.54245	
29397	shelf	258000	581500	-77	-78	34.26864	-119.52075	
29398	shelf	258000	583500	-72	-69	34.26827	-119.49904	
29399	shelf	258000	585500	-61	-61	34.26789	-119.47734	
29400	shelf	258000	587500	-53	-52	34.26751	-119.45564	
29401	shelf	258000	589500	-44	-43	34.26713	-119.43394	
29402	shelf	258000	591500	-34	-34	34.26675	-119.41224	
29403	shelf	258000	593500	-26	-28	34.26636	-119.39054	
29404	shelf	258000	595500	-25	-24	34.26596	-119.36884	
29405	shelf	258000	597500	-22	-21	34.26557	-119.34714	
29406	shelf	258000	599500	-18	-18	34.26517	-119.32544	
29407	shelf	258000	601500	-13	-14	34.26476	-119.30374	
29408	shelf	258000	603500	-13	-3	34.26435	-119.28204	
29241	lower slope	260000	435500	-1496	-1497	34.30331	-121.10573	
29242	lower slope	260000	437500	-1390	-1380	34.30322	-121.08401	
29243	upper slope	260000	439500	-1249	-1242	34.30313	-121.06228	
29244	upper slope	260000	441500	-1225	-1190	34.30303	-121.04056	
29245	upper slope	260000	443500	-1182	-1142	34.30293	-121.01883	
29246	upper slope	260000	445500	-1086	-1082	34.30283	-120.99711	
29247	upper slope	260000	447500	-1057	-1047	34.30272	-120.97538	
29248	upper slope	260000	449500	-1009	-1000	34.30260	-120.95366	
29249	upper slope	260000	451500	-965	-956	34.30249	-120.93193	
29250	upper slope	260000	453500	-940	-919	34.30237	-120.91021	
29251	upper slope	260000	455500	-878	-872	34.30224	-120.88849	
29252	upper slope	260000	457500	-848	-834	34.30211	-120.86676	
29253	upper slope	260000	459500	-815	-813	34.30198	-120.84504	
29254	upper slope	260000	461500	-797	-789	34.30185	-120.82331	
29255	upper slope	260000	463500	-777	-761	34.30171	-120.80159	
29256	upper slope	260000	465500	-744	-762	34.30156	-120.77987	
29257	upper slope	260000	467500	-694	-715	34.30142	-120.75814	
29258	upper slope	260000	469500	-679	-680	34.30127	-120.73642	
29259	upper slope	260000	471500	-622	-649	34.30111	-120.71470	
29260	upper slope	260000	473500	-614	-612	34.30095	-120.69297	
29261	upper slope	260000	475500	-545	-567	34.30079	-120.67125	
29262	upper slope	260000	477500	-524	-538	34.30062	-120.64953	
29263	upper slope	260000	479500	-520	-510	34.30045	-120.62781	
29264	upper slope	260000	481500	-499	-485	34.30028	-120.60608	
29265	upper slope	260000	483500	-482	-480	34.30010	-120.58436	
29266	upper slope	260000	485500	-462	-481	34.29992	-120.56264	
29267	upper slope	260000	487500	-457	-450	34.29973	-120.54092	
29268	upper slope	260000	489500	-450	-442	34.29954	-120.51920	
29269	upper slope	260000	491500	-444	-440	34.29935	-120.49748	
29270	upper slope	260000	493500	-451	-448	34.29915	-120.47576	
29271	upper slope	260000	495500	-425	-410	34.29895	-120.45403	
29272	upper slope	260000	497500	-408	-390	34.29874	-120.43231	
29273	upper slope	260000	499500	-390	-383	34.29853	-120.41059	
29274	upper slope	260000	501500	-381	-371	34.29832	-120.38887	
29275	upper slope	260000	503500	-369	-365	34.29811	-120.36715	
29276	upper slope	260000	505500	-384	-366	34.29788	-120.34543	
29277	upper slope	260000	507500	-424	-383	34.29766	-120.32372	
29278	upper slope	260000	509500	-399	-391	34.29743	-120.30200	
29279	upper slope	260000	511500	-451	-412	34.29720	-120.28028	
29280	upper slope	260000	513500	-469	-435	34.29696	-120.25856	
29281	upper slope	260000	515500	-452	-448	34.29672	-120.23684	
29282	upper slope	260000	517500	-466	-472	34.29648	-120.21512	
29283	upper slope	260000	519500	-484	-488	34.29623	-120.19340	
29284	upper slope	260000	521500	-504	-509	34.29598	-120.17169	
29285	upper slope	260000	523500	-529	-526	34.29573	-120.14997	
29286	upper slope	260000	525500	-549	-544	34.29547	-120.12825	
29287	upper slope	260000	527500	-562	-556	34.29521	-120.10654	
29288	upper slope	260000	529500	-573	-574	34.29494	-120.08482	
29289	upper slope	260000	531500	-580	-576	34.29467	-120.06310	
29290	upper slope	260000	533500	-590	-577	34.29439	-120.04139	
29291	upper slope	260000	535500	-565	-571	34.29412	-120.01967	
29292	upper slope	260000	537500	-557	-557	34.29383	-119.99796	
29293	upper slope	260000	539500	-551	-545	34.29355	-119.97624	
29294	upper slope	260000	541500	-528	-528	34.29326	-119.95453	
29295	upper slope	260000	543500	-512	-508	34.29296	-119.93281	
29296	upper slope	260000	545500	-463	-474	34.29267	-119.91110	
29297	upper slope	260000	547500	-434	-419	34.29237	-119.88938	
29298	upper slope	260000	549500	-391	-376	34.29206	-119.86767	
29299	upper slope	260000	551500	-334	-341	34.29175	-119.84596	
29300	upper slope	260000	553500	-302	-303	34.29144	-119.82424	
29301	upper slope	260000	555500	-270	-270	34.29112	-119.80253	
29302	upper slope	260000	557500	-260	-254	34.29080	-119.78082	
29303	upper slope	260000	559500	-245	-231	34.29048	-119.75911	
29304	upper slope	260000	561500	-209	-208	34.29015	-119.73740	
29305	shelf	260000	563500	-190	-186	34.28982	-119.71569	
29306	shelf	260000	565500	-156	-151	34.28948	-119.69398	
29307	shelf	260000	567500	-131	-119	34.28914	-119.67227	
29308	shelf	260000	569500	-111	-99	34.28880	-119.65056	
29309	shelf	260000	571500	-96	-97	34.28845	-119.62885	
29310	shelf	260000	573500	-93	-93	34.28810	-119.60714	
29311	shelf	260000	575500	-89	-89	34.28774	-119.58543	
29312	shelf	260000	577500	-145	-84	34.28738	-119.56372	
29313	shelf	260000	579500	-82	-80	34.28702	-119.54201	
29314	shelf	260000	581500	-73	-74	34.28665	-119.52030	
29315	shelf	260000	583500	-68	-67	34.28628	-119.49860	
29316	shelf	260000	585500	-57	-58	34.28591	-119.47689	
29317	shelf	260000	587500	-52	-48	34.28553	-119.45518	
29318	shelf	260000	589500	-42	-38	34.28515	-119.43348	
29319	shelf	260000	591500	-34	-33	34.28476	-119.41177	
29320	shelf	260000	593500	-30	-28	34.28437	-119.39007	
29321	shelf	260000	595500	-26	-24	34.28398	-119.36836	
29322	shelf	260000	597500	-21	-17	34.28358	-119.34666	
29323	shelf	260000	599500	-8	-1	34.28318	-119.32495	
29159	lower slope	262000	435500	-1481	-1510	34.32134	-121.10563	
29160	upper slope	262000	437500	-1328	-1389	34.32125	-121.08390	
29161	upper slope	262000	439500	-1288	-1293	34.32116	-121.06217	
29162	upper slope	262000	441500	-1278	-1231	34.32106	-121.04044	
29163	upper slope	262000	443500	-1236	-1177	34.32096	-121.01871	
29164	upper slope	262000	445500	-1138	-1120	34.32085	-120.99698	
29165	upper slope	262000	447500	-1106	-1062	34.32075	-120.97525	
29166	upper slope	262000	449500	-1035	-1015	34.32063	-120.95352	
29167	upper slope	262000	451500	-1001	-971	34.32052	-120.93179	
29168	upper slope	262000	453500	-974	-925	34.32040	-120.91006	
29169	upper slope	262000	455500	-884	-880	34.32027	-120.88833	
29170	upper slope	262000	457500	-854	-836	34.32014	-120.86660	
29171	upper slope	262000	459500	-831	-818	34.32001	-120.84488	
29172	upper slope	262000	461500	-808	-797	34.31987	-120.82315	
29173	upper slope	262000	463500	-809	-765	34.31974	-120.80142	
29174	upper slope	262000	465500	-722	-753	34.31959	-120.77969	
29175	upper slope	262000	467500	-700	-718	34.31944	-120.75796	
29176	upper slope	262000	469500	-665	-690	34.31929	-120.73624	
29177	upper slope	262000	471500	-630	-647	34.31914	-120.71451	
29178	upper slope	262000	473500	-597	-588	34.31898	-120.69278	
29179	upper slope	262000	475500	-539	-563	34.31882	-120.67105	
29180	upper slope	262000	477500	-522	-521	34.31865	-120.64933	
29181	upper slope	262000	479500	-479	-502	34.31848	-120.62760	
29182	upper slope	262000	481500	-467	-475	34.31830	-120.60587	
29183	upper slope	262000	483500	-449	-449	34.31813	-120.58415	
29184	upper slope	262000	485500	-443	-445	34.31794	-120.56242	
29185	upper slope	262000	487500	-423	-435	34.31776	-120.54069	
29186	upper slope	262000	489500	-411	-412	34.31757	-120.51897	
29187	upper slope	262000	491500	-401	-400	34.31737	-120.49724	
29188	upper slope	262000	493500	-387	-400	34.31718	-120.47552	
29189	upper slope	262000	495500	-372	-393	34.31698	-120.45379	
29190	upper slope	262000	497500	-363	-371	34.31677	-120.43206	
29191	upper slope	262000	499500	-344	-360	34.31656	-120.41034	
29192	upper slope	262000	501500	-338	-347	34.31635	-120.38862	
29193	upper slope	262000	503500	-329	-347	34.31613	-120.36689	
29194	upper slope	262000	505500	-341	-345	34.31591	-120.34517	
29195	upper slope	262000	507500	-351	-361	34.31569	-120.32344	
29196	upper slope	262000	509500	-376	-372	34.31546	-120.30172	
29197	upper slope	262000	511500	-390	-394	34.31523	-120.28000	
29198	upper slope	262000	513500	-411	-412	34.31499	-120.25827	
29199	upper slope	262000	515500	-434	-439	34.31475	-120.23655	
29200	upper slope	262000	517500	-454	-460	34.31451	-120.21483	
29201	upper slope	262000	519500	-468	-464	34.31426	-120.19310	
29202	upper slope	262000	521500	-484	-491	34.31401	-120.17138	
29203	upper slope	262000	523500	-511	-517	34.31375	-120.14966	
29204	upper slope	262000	525500	-527	-538	34.31349	-120.12794	
29205	upper slope	262000	527500	-536	-545	34.31323	-120.10622	
29206	upper slope	262000	529500	-557	-553	34.31296	-120.08450	
29207	upper slope	262000	531500	-568	-561	34.31269	-120.06277	
29208	upper slope	262000	533500	-561	-560	34.31242	-120.04105	
29209	upper slope	262000	535500	-547	-554	34.31214	-120.01933	
29210	upper slope	262000	537500	-545	-550	34.31186	-119.99761	
29211	upper slope	262000	539500	-530	-535	34.31157	-119.97589	
29212	upper slope	262000	541500	-499	-524	34.31128	-119.95417	
29213	upper slope	262000	543500	-478	-500	34.31099	-119.93246	
29214	upper slope	262000	545500	-426	-437	34.31069	-119.91074	
29215	upper slope	262000	547500	-411	-407	34.31039	-119.88902	
29216	upper slope	262000	549500	-375	-377	34.31008	-119.86730	
29217	upper slope	262000	551500	-333	-332	34.30977	-119.84558	
29218	upper slope	262000	553500	-314	-295	34.30946	-119.82387	
29219	upper slope	262000	555500	-264	-267	34.30914	-119.80215	
29220	upper slope	262000	557500	-241	-244	34.30882	-119.78043	
29221	upper slope	262000	559500	-217	-216	34.30850	-119.75872	
29222	shelf	262000	561500	-162	-187	34.30817	-119.73700	
29223	shelf	262000	563500	-134	-138	34.30784	-119.71528	
29224	shelf	262000	565500	-101	-113	34.30750	-119.69357	
