POINT_ID	SLOPE	NORTHIN_M	EASTING_M	SRTM_M	NGDC_M	LAT	LON	COWCOD
43124	lower slope	24000	559500	-1479	-1554	32.16367	-119.80315	
43125	lower slope	24000	561500	-1207	-1344	32.16337	-119.78196	
43126	lower slope	24000	563500	-1224	-1285	32.16306	-119.76076	
43114	lower slope	26000	555500	-1545	-1552	32.18230	-119.84519	
43115	lower slope	26000	557500	-1573	-1446	32.18200	-119.82399	
43116	lower slope	26000	559500	-1335	-1364	32.18170	-119.80279	
43117	lower slope	26000	561500	-1246	-1279	32.18140	-119.78160	
43118	lower slope	26000	563500	-1266	-1304	32.18109	-119.76040	
43119	lower slope	26000	565500	-1270	-1352	32.18078	-119.73920	
43120	lower slope	26000	567500	-1372	-1398	32.18047	-119.71801	
43121	lower slope	26000	569500	-1485	-1497	32.18015	-119.69681	
43122	lower slope	26000	571500	-1483	-1485	32.17983	-119.67562	
43123	lower slope	26000	573500	-9999	-9999	32.17950	-119.65442	
43097	lower slope	28000	551500	-1580	-1535	32.20090	-119.88725	
43098	lower slope	28000	553500	-1563	-1433	32.20061	-119.86604	
43099	lower slope	28000	555500	-1545	-1402	32.20032	-119.84484	
43100	lower slope	28000	557500	-9999	-1409	32.20003	-119.82364	
43101	lower slope	28000	559500	-1481	-1272	32.19973	-119.80244	
43102	lower slope	28000	561500	-1390	-1313	32.19942	-119.78124	
43103	lower slope	28000	563500	-1335	-1348	32.19912	-119.76004	
43104	lower slope	28000	565500	-1421	-1438	32.19881	-119.73884	
43105	lower slope	28000	567500	-1435	-1261	32.19849	-119.71764	
43106	lower slope	28000	569500	-1460	-1491	32.19817	-119.69644	
43107	lower slope	28000	571500	-1443	-1508	32.19785	-119.67524	
43108	lower slope	28000	573500	-1561	-1575	32.19753	-119.65404	
43109	lower slope	28000	575500	-1566	-1569	32.19720	-119.63284	
43110	lower slope	28000	577500	-1582	-1593	32.19687	-119.61164	
43111	lower slope	28000	579500	-9999	-9999	32.19653	-119.59044	
43112	lower slope	28000	581500	-9999	-9999	32.19620	-119.56925	
43113	lower slope	28000	583500	-1591	-1537	32.19585	-119.54805	
43075	lower slope	30000	551500	-1404	-1313	32.21893	-119.88691	
43076	lower slope	30000	553500	-1467	-1407	32.21864	-119.86570	
43077	lower slope	30000	555500	-1465	-1414	32.21835	-119.84450	
43078	lower slope	30000	557500	-1451	-1391	32.21805	-119.82329	
43079	lower slope	30000	559500	-1464	-1392	32.21775	-119.80208	
43080	lower slope	30000	561500	-9999	-1592	32.21745	-119.78088	
43081	lower slope	30000	563500	-9999	-1574	32.21714	-119.75967	
43082	lower slope	30000	565500	-1554	-1491	32.21683	-119.73847	
43083	lower slope	30000	567500	-1456	-1305	32.21652	-119.71727	
43084	lower slope	30000	569500	-1344	-1402	32.21620	-119.69606	
43085	lower slope	30000	571500	-1417	-1422	32.21588	-119.67486	
43086	lower slope	30000	573500	-1437	-1463	32.21555	-119.65366	
43087	lower slope	30000	575500	-1518	-1505	32.21523	-119.63245	
43088	lower slope	30000	577500	-1535	-1541	32.21489	-119.61125	
43089	lower slope	30000	579500	-1576	-1584	32.21456	-119.59005	
43090	lower slope	30000	581500	-1516	-1500	32.21422	-119.56885	
43091	lower slope	30000	583500	-1530	-1519	32.21388	-119.54764	
43092	lower slope	30000	585500	-1345	-1437	32.21353	-119.52644	
43093	lower slope	30000	587500	-1518	-1573	32.21318	-119.50524	
43094	lower slope	30000	589500	-1579	-1584	32.21283	-119.48404	
43095	lower slope	30000	591500	-1541	-1520	32.21247	-119.46284	
43096	lower slope	30000	593500	-1527	-1538	32.21211	-119.44164	
43049	lower slope	32000	549500	-1506	-1394	32.23725	-119.90778	
43050	lower slope	32000	551500	-1600	-1547	32.23696	-119.88657	
43051	lower slope	32000	553500	-1580	-1485	32.23667	-119.86536	
43052	lower slope	32000	555500	-1576	-1437	32.23638	-119.84415	
43053	lower slope	32000	557500	-9999	-1447	32.23608	-119.82294	
43054	lower slope	32000	563500	-9999	-1578	32.23517	-119.75931	
43055	lower slope	32000	565500	-1481	-1490	32.23486	-119.73810	
43056	lower slope	32000	567500	-1305	-1309	32.23454	-119.71689	
43057	lower slope	32000	569500	-1377	-1354	32.23423	-119.69569	
43058	lower slope	32000	571500	-1362	-1222	32.23390	-119.67448	
43059	lower slope	32000	573500	-1316	-1212	32.23358	-119.65327	
43060	lower slope	32000	575500	-1476	-1405	32.23325	-119.63206	
43061	lower slope	32000	577500	-1405	-1510	32.23292	-119.61086	
43062	lower slope	32000	579500	-9999	-1539	32.23258	-119.58965	
43063	lower slope	32000	581500	-9999	-1480	32.23224	-119.56844	
43064	lower slope	32000	583500	-1459	-1446	32.23190	-119.54724	
43065	lower slope	32000	585500	-1465	-1422	32.23156	-119.52603	
43066	lower slope	32000	587500	-1484	-1552	32.23121	-119.50483	
43067	lower slope	32000	589500	-1560	-1563	32.23085	-119.48362	
43068	lower slope	32000	591500	-1542	-1546	32.23049	-119.46242	
43069	lower slope	32000	593500	-1528	-1533	32.23013	-119.44122	
43070	lower slope	32000	595500	-1500	-1491	32.22977	-119.42001	
43071	lower slope	32000	597500	-1496	-1521	32.22940	-119.39881	
43072	lower slope	32000	599500	-1274	-1203	32.22903	-119.37761	
43073	lower slope	32000	601500	-1292	-1241	32.22866	-119.35640	
43074	lower slope	32000	603500	-1487	-1593	32.22828	-119.33520	
43022	lower slope	34000	549500	-1545	-1517	32.25527	-119.90745	
43023	lower slope	34000	563500	-1525	-1517	32.25320	-119.75895	
43024	lower slope	34000	565500	-1420	-1417	32.25288	-119.73773	
43025	lower slope	34000	567500	-1312	-1283	32.25257	-119.71652	
43026	lower slope	34000	569500	-1215	-1144	32.25225	-119.69531	
43027	lower slope	34000	571500	-1101	-1126	32.25193	-119.67410	
43028	lower slope	34000	573500	-1218	-1110	32.25161	-119.65289	
43029	lower slope	34000	575500	-1319	-1247	32.25128	-119.63167	
43030	lower slope	34000	577500	-1302	-1157	32.25094	-119.61046	
43031	lower slope	34000	579500	-1524	-1495	32.25061	-119.58925	
43032	lower slope	34000	581500	-9999	-1525	32.25027	-119.56804	
43033	lower slope	34000	583500	-1559	-1448	32.24993	-119.54683	
43034	lower slope	34000	585500	-9999	-1499	32.24958	-119.52562	
43035	lower slope	34000	587500	-9999	-1525	32.24923	-119.50441	
43036	lower slope	34000	589500	-9999	-1534	32.24888	-119.48321	
43037	lower slope	34000	591500	-9999	-1537	32.24852	-119.46200	
43038	lower slope	34000	593500	-1551	-1525	32.24816	-119.44079	
43039	lower slope	34000	595500	-1445	-1419	32.24779	-119.41958	
43040	lower slope	34000	597500	-1403	-1342	32.24742	-119.39837	
43041	lower slope	34000	599500	-1269	-1291	32.24705	-119.37717	
43042	lower slope	34000	601500	-1464	-1369	32.24668	-119.35596	
43043	lower slope	34000	603500	-9999	-9999	32.24630	-119.33476	
43044	lower slope	34000	605500	-9999	-9999	32.24592	-119.31355	
43045	lower slope	34000	607500	-9999	-9999	32.24553	-119.29234	
43046	lower slope	34000	609500	-9999	-9999	32.24514	-119.27114	
43047	lower slope	34000	611500	-9999	-9999	32.24475	-119.24994	
43048	lower slope	34000	613500	-9999	-9999	32.24435	-119.22873	
42989	lower slope	36000	561500	-1421	-1389	32.27153	-119.77980	
42990	lower slope	36000	563500	-1349	-1331	32.27122	-119.75858	
42991	lower slope	36000	565500	-1254	-1307	32.27091	-119.73737	
42992	lower slope	36000	567500	-1170	-1068	32.27060	-119.71615	
42993	lower slope	36000	569500	-1000	-933	32.27028	-119.69493	
42994	lower slope	36000	571500	-732	-569	32.26996	-119.67372	
42995	lower slope	36000	573500	-722	-549	32.26963	-119.65250	
42996	lower slope	36000	575500	-811	-1000	32.26930	-119.63129	
42997	lower slope	36000	577500	-1281	-1225	32.26897	-119.61007	
42998	lower slope	36000	579500	-1432	-1406	32.26863	-119.58886	
42999	lower slope	36000	581500	-1422	-1475	32.26829	-119.56764	
43000	lower slope	36000	583500	-1543	-1516	32.26795	-119.54643	
43001	lower slope	36000	585500	-1562	-1510	32.26760	-119.52521	
43002	lower slope	36000	587500	-1565	-1510	32.26725	-119.50400	
43003	lower slope	36000	589500	-1585	-1519	32.26690	-119.48279	
43004	lower slope	36000	591500	-9999	-1527	32.26654	-119.46158	
43005	lower slope	36000	593500	-9999	-1537	32.26618	-119.44036	
43006	lower slope	36000	595500	-9999	-1492	32.26582	-119.41915	
43007	lower slope	36000	597500	-9999	-1470	32.26545	-119.39794	
43008	lower slope	36000	599500	-1493	-1325	32.26508	-119.37673	
43009	lower slope	36000	601500	-9999	-9999	32.26470	-119.35552	
43010	lower slope	36000	603500	-9999	-9999	32.26432	-119.33431	
43011	lower slope	36000	605500	-9999	-9999	32.26394	-119.31310	
43012	lower slope	36000	607500	-9999	-9999	32.26355	-119.29189	
43013	lower slope	36000	609500	-9999	-9999	32.26316	-119.27068	
43014	lower slope	36000	611500	-9999	-9999	32.26277	-119.24947	
43015	lower slope	36000	613500	-9999	-9999	32.26237	-119.22826	
43016	lower slope	36000	615500	-9999	-9999	32.26197	-119.20705	
43017	lower slope	36000	617500	-1556	-1515	32.26157	-119.18585	
43018	lower slope	36000	619500	-1407	-1385	32.26116	-119.16464	
43019	lower slope	36000	621500	-1382	-1381	32.26075	-119.14343	
43020	upper slope	36000	623500	-1353	-1341	32.26034	-119.12223	
43021	upper slope	36000	625500	-1291	-1245	32.25992	-119.10102	
42949	lower slope	38000	557500	-9999	-1556	32.29016	-119.82188	
42950	lower slope	38000	559500	-1499	-1404	32.28986	-119.80066	
42951	lower slope	38000	561500	-1320	-1299	32.28956	-119.77944	
42952	lower slope	38000	563500	-1298	-1261	32.28925	-119.75822	
42953	lower slope	38000	565500	-1114	-1113	32.28894	-119.73700	
42954	lower slope	38000	567500	-986	-973	32.28862	-119.71578	
42955	lower slope	38000	569500	-831	-535	32.28830	-119.69456	
42956	lower slope	38000	571500	-439	-427	32.28798	-119.67334	
42957	lower slope	38000	573500	-413	-427	32.28766	-119.65212	
42958	lower slope	38000	575500	-473	-450	32.28733	-119.63090	
42959	lower slope	38000	577500	-1083	-1189	32.28699	-119.60968	
42960	lower slope	38000	579500	-1407	-1379	32.28666	-119.58846	
42961	lower slope	38000	581500	-1418	-1414	32.28632	-119.56724	
42962	lower slope	38000	583500	-1477	-1469	32.28597	-119.54602	
42963	lower slope	38000	585500	-1495	-1496	32.28563	-119.52480	
42964	lower slope	38000	587500	-1507	-1502	32.28528	-119.50359	
42965	lower slope	38000	589500	-1540	-1511	32.28492	-119.48237	
42966	lower slope	38000	591500	-1577	-1521	32.28456	-119.46115	
42967	lower slope	38000	593500	-9999	-1522	32.28420	-119.43994	
42968	lower slope	38000	595500	-1559	-1457	32.28384	-119.41872	
42969	lower slope	38000	597500	-1513	-1290	32.28347	-119.39750	
42970	lower slope	38000	599500	-9999	-1507	32.28310	-119.37629	
42971	lower slope	38000	601500	-9999	-9999	32.28272	-119.35507	
42972	lower slope	38000	603500	-9999	-9999	32.28234	-119.33386	
42973	lower slope	38000	605500	-9999	-9999	32.28196	-119.31265	
42974	lower slope	38000	607500	-9999	-9999	32.28157	-119.29143	
42975	lower slope	38000	609500	-9999	-9999	32.28118	-119.27022	
42976	lower slope	38000	611500	-9999	-9999	32.28079	-119.24901	
42977	lower slope	38000	613500	-9999	-9999	32.28039	-119.22779	
42978	lower slope	38000	615500	-9999	-1551	32.27999	-119.20658	
42979	lower slope	38000	617500	-1510	-1439	32.27959	-119.18537	
42980	upper slope	38000	619500	-1347	-1358	32.27918	-119.16416	
42981	upper slope	38000	621500	-1300	-1300	32.27877	-119.14295	
42982	upper slope	38000	623500	-1300	-1188	32.27836	-119.12174	
42983	upper slope	38000	625500	-1187	-1170	32.27794	-119.10053	
42984	upper slope	38000	627500	-1183	-1163	32.27752	-119.07932	
42985	upper slope	38000	629500	-993	-986	32.27709	-119.05811	
42986	upper slope	38000	631500	-993	-978	32.27666	-119.03690	
42987	upper slope	38000	633500	-998	-944	32.27623	-119.01569	
42988	upper slope	38000	635500	-1004	-921	32.27579	-118.99449	
42903	lower slope	40000	555500	-9999	-1500	32.30849	-119.84276	
42904	lower slope	40000	557500	-1600	-1393	32.30819	-119.82153	
42905	lower slope	40000	559500	-1389	-1364	32.30789	-119.80031	
42906	lower slope	40000	561500	-1311	-1292	32.30758	-119.77908	
42907	lower slope	40000	563500	-1257	-1239	32.30727	-119.75785	
42908	lower slope	40000	565500	-1056	-1063	32.30696	-119.73663	
42909	lower slope	40000	567500	-896	-800	32.30665	-119.71540	
42910	lower slope	40000	569500	-639	-479	32.30633	-119.69418	
42911	lower slope	40000	571500	-420	-428	32.30601	-119.67295	
42912	lower slope	40000	573500	-396	-393	32.30568	-119.65173	
42913	lower slope	40000	575500	-415	-416	32.30535	-119.63051	
42914	lower slope	40000	577500	-827	-996	32.30502	-119.60928	
42915	lower slope	40000	579500	-1323	-1384	32.30468	-119.58806	
42916	lower slope	40000	581500	-1426	-1426	32.30434	-119.56684	
42917	lower slope	40000	583500	-1454	-1471	32.30400	-119.54561	
42918	lower slope	40000	585500	-1500	-1505	32.30365	-119.52439	
42919	lower slope	40000	587500	-1504	-1510	32.30330	-119.50317	
42920	lower slope	40000	589500	-1521	-1512	32.30295	-119.48195	
42921	lower slope	40000	591500	-1540	-1543	32.30259	-119.46073	
42922	lower slope	40000	593500	-1523	-1451	32.30223	-119.43951	
42923	lower slope	40000	595500	-1295	-1007	32.30186	-119.41829	
42924	lower slope	40000	597500	-1311	-1274	32.30149	-119.39707	
42925	lower slope	40000	599500	-1563	-1487	32.30112	-119.37585	
42926	lower slope	40000	601500	-9999	-9999	32.30074	-119.35463	
42927	lower slope	40000	603500	-9999	-9999	32.30036	-119.33341	
42928	lower slope	40000	605500	-9999	-9999	32.29998	-119.31219	
42929	lower slope	40000	607500	-9999	-9999	32.29959	-119.29098	
42930	lower slope	40000	609500	-9999	-9999	32.29920	-119.26976	
42931	lower slope	40000	611500	-9999	-9999	32.29881	-119.24854	
42932	lower slope	40000	613500	-9999	-1554	32.29841	-119.22732	
42933	lower slope	40000	615500	-9999	-1469	32.29801	-119.20611	
42934	upper slope	40000	617500	-1535	-1396	32.29761	-119.18489	
42935	upper slope	40000	619500	-1270	-1252	32.29720	-119.16368	
42936	upper slope	40000	621500	-1205	-1163	32.29679	-119.14246	
42937	upper slope	40000	623500	-1155	-1056	32.29637	-119.12125	
42938	upper slope	40000	625500	-1126	-1093	32.29596	-119.10003	
42939	upper slope	40000	627500	-1113	-1075	32.29553	-119.07882	
42940	upper slope	40000	629500	-990	-1017	32.29511	-119.05761	
42941	upper slope	40000	631500	-918	-880	32.29468	-119.03639	
42942	upper slope	40000	633500	-868	-787	32.29425	-119.01518	
42943	upper slope	40000	635500	-839	-794	32.29381	-118.99397	
42944	upper slope	40000	637500	-963	-911	32.29337	-118.97276	
42945	upper slope	40000	639500	-943	-912	32.29293	-118.95155	
42946	upper slope	40000	641500	-987	-933	32.29248	-118.93034	
42947	upper slope	40000	643500	-966	-672	32.29203	-118.90913	
42948	upper slope	40000	645500	-995	-647	32.29157	-118.88792	
42849	lower slope	42000	549500	-1375	-1428	32.32738	-119.90611	
42850	lower slope	42000	551500	-1591	-1531	32.32710	-119.88487	
42851	lower slope	42000	553500	-1514	-1476	32.32681	-119.86364	
42852	lower slope	42000	555500	-1423	-1362	32.32651	-119.84241	
42853	lower slope	42000	557500	-1324	-1275	32.32621	-119.82118	
42854	lower slope	42000	559500	-1298	-1266	32.32591	-119.79995	
42855	lower slope	42000	561500	-1264	-1250	32.32561	-119.77872	
42856	lower slope	42000	563500	-1211	-1224	32.32530	-119.75749	
42857	lower slope	42000	565500	-1126	-1129	32.32499	-119.73626	
42858	lower slope	42000	567500	-1014	-930	32.32467	-119.71503	
42859	lower slope	42000	569500	-826	-595	32.32435	-119.69380	
42860	lower slope	42000	571500	-410	-423	32.32403	-119.67257	
42861	lower slope	42000	573500	-388	-374	32.32371	-119.65134	
42862	lower slope	42000	575500	-403	-390	32.32338	-119.63012	
42863	lower slope	42000	577500	-575	-536	32.32304	-119.60889	
42864	lower slope	42000	579500	-1225	-1367	32.32271	-119.58766	
42865	lower slope	42000	581500	-1367	-1394	32.32237	-119.56643	
42866	lower slope	42000	583500	-1305	-1446	32.32202	-119.54521	
42867	lower slope	42000	585500	-1510	-1506	32.32167	-119.52398	
42868	lower slope	42000	587500	-1509	-1508	32.32132	-119.50276	
42869	lower slope	42000	589500	-1538	-1545	32.32097	-119.48153	
42870	lower slope	42000	591500	-1428	-1188	32.32061	-119.46030	
42871	lower slope	42000	593500	-894	-877	32.32025	-119.43908	
42872	lower slope	42000	595500	-858	-961	32.31988	-119.41786	
42873	lower slope	42000	597500	-1024	-1074	32.31951	-119.39663	
42874	lower slope	42000	599500	-1497	-1380	32.31914	-119.37541	
42875	lower slope	42000	601500	-1570	-1564	32.31877	-119.35418	
42876	lower slope	42000	603500	-9999	-9999	32.31839	-119.33296	
42877	lower slope	42000	605500	-9999	-9999	32.31800	-119.31174	
42878	lower slope	42000	607500	-9999	-9999	32.31762	-119.29052	
42879	lower slope	42000	609500	-9999	-9999	32.31723	-119.26930	
42880	lower slope	42000	611500	-1522	-1536	32.31683	-119.24807	
42881	upper slope	42000	613500	-1443	-1481	32.31643	-119.22685	
42882	upper slope	42000	615500	-1352	-1380	32.31603	-119.20563	
42883	upper slope	42000	617500	-1334	-1283	32.31563	-119.18441	
42884	upper slope	42000	619500	-1208	-1220	32.31522	-119.16319	
42885	upper slope	42000	621500	-1166	-1042	32.31481	-119.14198	
42886	upper slope	42000	623500	-999	-941	32.31439	-119.12076	
42887	upper slope	42000	625500	-947	-924	32.31397	-119.09954	
42888	upper slope	42000	627500	-932	-927	32.31355	-119.07832	
42889	upper slope	42000	629500	-900	-935	32.31313	-119.05710	
42890	upper slope	42000	631500	-826	-808	32.31270	-119.03589	
42891	upper slope	42000	633500	-758	-731	32.31226	-119.01467	
42892	upper slope	42000	635500	-719	-731	32.31183	-118.99345	
42893	upper slope	42000	637500	-771	-780	32.31139	-118.97224	
42894	upper slope	42000	639500	-789	-827	32.31094	-118.95102	
42895	upper slope	42000	641500	-698	-631	32.31050	-118.92981	
42896	upper slope	42000	643500	-482	-439	32.31004	-118.90860	
42897	upper slope	42000	645500	-399	-434	32.30959	-118.88738	
42898	upper slope	42000	647500	-705	-608	32.30913	-118.86617	
42899	upper slope	42000	649500	-960	-856	32.30867	-118.84496	
42900	upper slope	42000	651500	-1119	-1158	32.30821	-118.82374	
42901	lower slope	42000	653500	-1286	-1270	32.30774	-118.80253	
42902	lower slope	42000	655500	-1357	-1400	32.30726	-118.78132	
42788	lower slope	44000	545500	-1224	-1192	32.34597	-119.94824	
42789	lower slope	44000	547500	-1094	-1114	32.34569	-119.92701	
42790	lower slope	44000	549500	-1307	-1286	32.34541	-119.90577	
42791	lower slope	44000	551500	-1418	-1419	32.34512	-119.88453	
42792	lower slope	44000	553500	-1376	-1375	32.34483	-119.86330	
42793	lower slope	44000	555500	-1327	-1323	32.34454	-119.84206	
42794	lower slope	44000	557500	-1182	-1220	32.34424	-119.82083	
42795	lower slope	44000	559500	-1160	-1209	32.34394	-119.79959	
42796	lower slope	44000	561500	-1226	-1236	32.34364	-119.77836	
42797	lower slope	44000	563500	-1187	-1172	32.34333	-119.75712	
42798	lower slope	44000	565500	-1192	-1175	32.34301	-119.73589	
42799	lower slope	44000	567500	-1134	-1075	32.34270	-119.71466	
42800	lower slope	44000	569500	-718	-903	32.34238	-119.69342	
42801	lower slope	44000	571500	-429	-425	32.34206	-119.67219	
42802	lower slope	44000	573500	-404	-401	32.34173	-119.65096	
42803	lower slope	44000	575500	-370	-374	32.34140	-119.62973	
42804	lower slope	44000	577500	-494	-450	32.34107	-119.60849	Yes
42805	lower slope	44000	579500	-1113	-1333	32.34073	-119.58726	Yes
42806	lower slope	44000	581500	-1381	-1365	32.34039	-119.56603	Yes
42807	lower slope	44000	583500	-1222	-1115	32.34005	-119.54480	Yes
42808	lower slope	44000	585500	-1473	-1469	32.33970	-119.52357	Yes
42809	lower slope	44000	587500	-1507	-1497	32.33935	-119.50234	Yes
42810	lower slope	44000	589500	-1532	-1544	32.33899	-119.48111	Yes
42811	lower slope	44000	591500	-1293	-1214	32.33863	-119.45988	Yes
42812	lower slope	44000	593500	-935	-968	32.33827	-119.43865	Yes
42813	lower slope	44000	595500	-1047	-1044	32.33791	-119.41742	Yes
42814	lower slope	44000	597500	-1076	-1078	32.33754	-119.39619	Yes
42815	lower slope	44000	599500	-1539	-1528	32.33716	-119.37497	Yes
42816	lower slope	44000	601500	-1553	-1542	32.33679	-119.35374	Yes
42817	lower slope	44000	603500	-1569	-1573	32.33641	-119.33251	Yes
42818	lower slope	44000	605500	-1589	-1581	32.33602	-119.31129	Yes
42819	lower slope	44000	607500	-1571	-1581	32.33564	-119.29006	Yes
42820	upper slope	44000	609500	-1524	-1517	32.33525	-119.26883	Yes
42821	upper slope	44000	611500	-1317	-1350	32.33485	-119.24761	Yes
42822	upper slope	44000	613500	-1164	-1212	32.33445	-119.22638	Yes
42823	upper slope	44000	615500	-1138	-1209	32.33405	-119.20516	Yes
42824	upper slope	44000	617500	-1018	-1104	32.33365	-119.18394	Yes
42825	upper slope	44000	619500	-1085	-992	32.33324	-119.16271	
42826	upper slope	44000	621500	-916	-826	32.33283	-119.14149	
42827	upper slope	44000	623500	-892	-809	32.33241	-119.12027	
42828	upper slope	44000	625500	-851	-788	32.33199	-119.09904	
42829	upper slope	44000	627500	-842	-794	32.33157	-119.07782	
42830	upper slope	44000	629500	-763	-739	32.33114	-119.05660	
42831	upper slope	44000	631500	-749	-679	32.33071	-119.03538	
42832	upper slope	44000	633500	-686	-687	32.33028	-119.01416	
42833	upper slope	44000	635500	-699	-704	32.32984	-118.99294	
42834	upper slope	44000	637500	-723	-718	32.32940	-118.97172	
42835	upper slope	44000	639500	-726	-722	32.32896	-118.95050	
42836	upper slope	44000	641500	-523	-521	32.32851	-118.92928	
42837	upper slope	44000	643500	-466	-448	32.32806	-118.90806	
42838	upper slope	44000	645500	-431	-446	32.32761	-118.88684	
42839	upper slope	44000	647500	-683	-612	32.32715	-118.86563	
42840	upper slope	44000	649500	-904	-941	32.32669	-118.84441	
42841	upper slope	44000	651500	-1068	-1155	32.32622	-118.82319	
42842	upper slope	44000	653500	-1297	-1337	32.32575	-118.80198	
42843	lower slope	44000	655500	-1387	-1432	32.32528	-118.78076	
42844	lower slope	44000	657500	-1485	-1484	32.32480	-118.75955	
42845	lower slope	44000	659500	-1572	-1582	32.32432	-118.73833	
42846	lower slope	44000	661500	-9999	-9999	32.32384	-118.71712	
42847	lower slope	44000	663500	-9999	-9999	32.32335	-118.69591	
42848	lower slope	44000	665500	-9999	-9999	32.32286	-118.67469	
42716	lower slope	46000	529500	-9999	-1519	32.36611	-120.11785	
42717	lower slope	46000	531500	-9999	-1143	32.36586	-120.09661	
42718	lower slope	46000	533500	-9999	-1076	32.36561	-120.07537	
42719	lower slope	46000	535500	-9999	-1536	32.36535	-120.05412	
42720	lower slope	46000	541500	-1596	-1550	32.36455	-119.99040	
42721	lower slope	46000	543500	-1383	-1297	32.36428	-119.96916	
42722	lower slope	46000	545500	-1152	-1150	32.36400	-119.94792	
42723	lower slope	46000	547500	-1078	-1076	32.36372	-119.92667	
42724	lower slope	46000	549500	-1089	-1000	32.36344	-119.90543	
42725	lower slope	46000	551500	-1128	-1015	32.36315	-119.88419	
42726	lower slope	46000	553500	-1165	-1051	32.36286	-119.86295	
42727	lower slope	46000	555500	-1083	-1029	32.36257	-119.84171	
42728	lower slope	46000	557500	-999	-974	32.36227	-119.82047	
42729	lower slope	46000	559500	-1038	-1034	32.36197	-119.79924	
42730	lower slope	46000	561500	-1180	-1132	32.36166	-119.77800	
42731	lower slope	46000	563500	-1299	-1286	32.36135	-119.75676	
42732	lower slope	46000	565500	-1281	-1295	32.36104	-119.73552	
42733	lower slope	46000	567500	-1218	-1165	32.36072	-119.71428	
42734	lower slope	46000	569500	-1051	-1091	32.36041	-119.69304	
42735	lower slope	46000	571500	-525	-446	32.36008	-119.67181	
42736	lower slope	46000	573500	-377	-421	32.35976	-119.65057	
42737	lower slope	46000	575500	-417	-407	32.35943	-119.62933	
42738	lower slope	46000	577500	-514	-472	32.35909	-119.60810	Yes
42739	lower slope	46000	579500	-1062	-1327	32.35875	-119.58686	Yes
42740	lower slope	46000	581500	-1385	-1356	32.35841	-119.56563	Yes
42741	lower slope	46000	583500	-1370	-1326	32.35807	-119.54439	Yes
42742	lower slope	46000	585500	-1489	-1449	32.35772	-119.52316	Yes
42743	lower slope	46000	587500	-1535	-1505	32.35737	-119.50192	Yes
42744	lower slope	46000	589500	-1532	-1509	32.35701	-119.48069	Yes
42745	lower slope	46000	591500	-1275	-1210	32.35666	-119.45946	Yes
42746	lower slope	46000	593500	-1062	-1085	32.35629	-119.43822	Yes
42747	lower slope	46000	595500	-1170	-1219	32.35593	-119.41699	Yes
42748	lower slope	46000	597500	-1239	-1423	32.35556	-119.39576	Yes
42749	lower slope	46000	599500	-1526	-1495	32.35518	-119.37453	Yes
42750	lower slope	46000	601500	-1514	-1491	32.35481	-119.35329	Yes
42751	lower slope	46000	603500	-1526	-1513	32.35443	-119.33206	Yes
42752	upper slope	46000	605500	-1533	-1537	32.35404	-119.31083	Yes
42753	upper slope	46000	607500	-1507	-1505	32.35366	-119.28960	Yes
42754	upper slope	46000	609500	-1374	-1367	32.35327	-119.26837	Yes
42755	upper slope	46000	611500	-1025	-1091	32.35287	-119.24714	Yes
42756	upper slope	46000	613500	-819	-684	32.35247	-119.22591	Yes
42757	upper slope	46000	615500	-671	-609	32.35207	-119.20468	Yes
42758	upper slope	46000	617500	-699	-685	32.35167	-119.18346	Yes
42759	upper slope	46000	619500	-864	-766	32.35126	-119.16223	Yes
42760	upper slope	46000	621500	-798	-743	32.35085	-119.14100	Yes
42761	upper slope	46000	623500	-713	-705	32.35043	-119.11977	Yes
42762	upper slope	46000	625500	-687	-616	32.35001	-119.09855	Yes
42763	upper slope	46000	627500	-661	-583	32.34959	-119.07732	Yes
42764	upper slope	46000	629500	-541	-403	32.34916	-119.05610	Yes
42765	upper slope	46000	631500	-509	-388	32.34873	-119.03487	Yes
42766	upper slope	46000	633500	-537	-485	32.34830	-119.01365	Yes
42767	upper slope	46000	635500	-652	-617	32.34786	-118.99242	Yes
42768	upper slope	46000	637500	-613	-532	32.34742	-118.97120	Yes
42769	upper slope	46000	639500	-445	-508	32.34698	-118.94997	Yes
42770	upper slope	46000	641500	-438	-421	32.34653	-118.92875	Yes
42771	upper slope	46000	643500	-482	-475	32.34608	-118.90753	Yes
42772	upper slope	46000	645500	-480	-497	32.34562	-118.88631	Yes
42773	upper slope	46000	647500	-684	-644	32.34516	-118.86508	Yes
42774	upper slope	46000	649500	-892	-967	32.34470	-118.84386	Yes
42775	upper slope	46000	651500	-1165	-1172	32.34423	-118.82264	
42776	lower slope	46000	653500	-1317	-1348	32.34376	-118.80142	
42777	lower slope	46000	655500	-1406	-1449	32.34329	-118.78020	
42778	lower slope	46000	657500	-1537	-1518	32.34282	-118.75898	
42779	lower slope	46000	659500	-1591	-9999	32.34234	-118.73777	
42780	lower slope	46000	661500	-9999	-9999	32.34185	-118.71655	
42781	lower slope	46000	663500	-9999	-9999	32.34136	-118.69533	
42782	lower slope	46000	665500	-9999	-9999	32.34087	-118.67411	
42783	lower slope	46000	667500	-9999	-9999	32.34038	-118.65290	
42784	lower slope	46000	669500	-9999	-9999	32.33988	-118.63168	
42785	lower slope	46000	671500	-9999	-9999	32.33938	-118.61047	
42786	lower slope	46000	673500	-9999	-9999	32.33888	-118.58925	
